title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
Fire Emblem: Awakening,3DS,Role-Playing,Nintendo,Intelligent Systems,9.0,,,,,,2013-02-04,2018-01-01
Pokémon Ranger: Shadows of Almia,DS,Role-Playing,Nintendo,HAL Laboratory,6.7,,,,,,2008-11-10,
Chrono Trigger,SNES,Role-Playing,Square,SquareSoft,8.8,,,,,,1995-09-27,
Final Fantasy III,DS,Role-Playing,Square Enix,Matrix Software,7.4,,,,,,2006-11-14,
Neverwinter Nights,PC,Role-Playing,Atari,BioWare Corp.,8.7,,,,,,2002-06-16,
Mario & Luigi: Superstar Saga,GBA,Role-Playing,Nintendo,AlphaDream Corporation,8.8,,,,,,2003-11-17,
Baldur's Gate II: Shadows of Amn,PC,Role-Playing,Interplay,BioWare,9.5,,,,,,2000-09-24,
Dragon Quest Monsters: Joker 2,DS,Role-Playing,Nintendo,TOSE Software,8.1,,,,,,2011-09-19,
Star Wars: The Old Republic,PC,Role-Playing,Electronic Arts,BioWare / LucasArts,8.4,,,,,,2011-12-20,
Yu-Gi-Oh! Forbidden Memories,PS,Role-Playing,Konami,KCEJ,7.0,,,,,,2002-03-20,
Pokémon Battle Revolution,Wii,Role-Playing,Nintendo,Genius Sonority Inc.,5.2,,,,,,2007-06-25,
Paper Mario: The Thousand-Year Door,GC,Role-Playing,Nintendo,Intelligent Systems,9.0,,,,,,2004-10-11,
Dragon Quest Monsters: Joker,DS,Role-Playing,Square Enix,TOSE Software,7.6,,,,,,2007-11-06,
Monster Hunter Tri,Wii,Role-Playing,Capcom,Capcom Production Studio 1,8.1,,,,,,2010-04-20,
Octopath Traveler,NS,Role-Playing,Nintendo,Square Enix,8.1,,,,,,2018-07-13,2018-10-02
Parasite Eve,PS,Role-Playing,Square EA,SquareSoft,7.9,,,,,,1998-09-09,
Secret of Mana,SNES,Role-Playing,Square,SquareSoft,9.1,,,,,,1993-10-03,
Mario & Luigi: Partners in Time,DS,Role-Playing,Nintendo,AlphaDream Corporation,8.8,,,,,,2005-11-28,
Chrono Cross,PS,Role-Playing,Square EA,SquareSoft,9.7,,,,,,2000-08-15,
Dragon Quest V: Hand of the Heavenly Bride,DS,Role-Playing,Square Enix,ArtePiazza,8.6,,,,,,2009-02-17,
Dragon Quest VI: Realms of Revelation,DS,Role-Playing,Nintendo,ArtePiazza,7.6,,,,,,2011-02-14,
Final Fantasy II,SNES,Role-Playing,Square,Square,10.0,,,,,,1991-11-23,
Kingdom Hearts 358/2 Days,DS,Role-Playing,Square Enix,High Horse Entertainment,7.5,,,,,,2009-09-29,
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,Square Enix,Square Enix,7.9,,,,,,2010-09-07,
Pokémon Super Mystery Dungeon,3DS,Role-Playing,Nintendo,ChunSoft,7.7,,,,,,2015-11-20,2018-08-03
Golden Sun,GBA,Role-Playing,Nintendo,Camelot Software Planning,9.1,,,,,,2001-11-11,
Dragon Quest IV: Chapters of the Chosen,DS,Role-Playing,Square Enix,ArtePiazza,8.1,,,,,,2008-09-16,
Kingdom Hearts: Chain of Memories,GBA,Role-Playing,Square Enix,Jupiter Corporation,7.4,,,,,,2004-12-07,
Pokémon Ranger: Guardian Signs,DS,Role-Playing,Nintendo,Creatures Inc.,6.5,,,,,,2010-10-04,
Pokémon Mystery Dungeon: Explorers of Sky,DS,Role-Playing,Nintendo,ChunSoft,5.7,,,,,,2009-10-12,
Grim Dawn,PC,Role-Playing,Crate Entertainment,Crate Entertainment,8.4,,,,,,2016-02-25,
Pokémon XD: Gale of Darkness,GC,Role-Playing,Nintendo,Genius Sonority Inc.,6.9,,,,,,2005-09-28,
Bravely Default: Flying Fairy,3DS,Role-Playing,Nintendo,Square Enix,8.2,,,,,,2014-02-07,2018-01-05
Star Ocean: Till The End of Time,PS2,Role-Playing,Square Enix,tri-Ace,7.8,,,,,,2004-08-31,
Pokémon Mystery Dungeon: Gates to Infinity,3DS,Role-Playing,Nintendo,Spike Chunsoft,5.9,,,,,,2013-03-24,2018-01-05
Paper Mario,N64,Role-Playing,Nintendo,Intelligent Systems,9.1,,,,,,2001-02-05,
The Final Fantasy Legend,GB,Role-Playing,Square,Square,6.0,,,,,,1990-09-01,
Final Fantasy X / X-2 HD Remaster,PS3,Role-Playing,Square Enix,Square Enix,8.5,,,,,,2014-03-18,2019-03-22
Final Fantasy: Crystal Chronicles,GC,Role-Playing,Nintendo,Square Enix,7.7,,,,,,2004-02-09,
Kingdom Hearts 3D: Dream Drop Distance,3DS,Role-Playing,Square Enix,Square Enix,7.5,,,,,,2012-07-31,2018-01-05
Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,Role-Playing,Square Enix,Square-Enix,7.6,,,,,,2017-01-24,2018-01-01
Monster Hunter Freedom,PSP,Role-Playing,Capcom,Capcom,7.0,,,,,,2006-05-23,
SaGa Frontier,PS,Role-Playing,Sony Computer Entertainment,SquareSoft,8.0,,,,,,1998-03-31,
Xenogears,PS,Role-Playing,Square,SquareSoft,7.8,,,,,,1998-10-20,
Dark Souls,X360,Role-Playing,Namco Bandai,From Software,9.1,,,,,,2011-10-04,
Miitopia,3DS,Role-Playing,Nintendo,Nintendo EPD,6.6,,,,,,2017-07-28,2018-11-18
Final Fantasy,NES,Role-Playing,Nintendo,Square,8.5,,,,,,1990-07-12,
Final Fantasy IV,DS,Role-Playing,Square Enix,Matrix Software,8.5,,,,,,2008-07-21,
Final Fantasy XII: The Zodiac Age,PS4,Role-Playing,Square Enix,Square Enix,8.6,,,,,,2017-07-11,2018-09-22
Parasite Eve II,PS,Role-Playing,Square EA,SquareSoft,7.4,,,,,,2000-01-12,
Final Fantasy Tactics Advance,GBA,Role-Playing,Square Enix,SquareSoft,8.9,,,,,,2003-09-08,
Dark Souls: Remastered,NS,Role-Playing,Bandai Namco Entertainment,From Software,8.8,,,,,,2018-10-19,2018-06-05
Tales of Destiny,PS,Role-Playing,Namco,Wolfteam,6.2,,,,,,1998-09-30,
Final Fantasy VII,PC,Role-Playing,Eidos Interactive,SquareSoft,8.4,,,,,,1998-05-31,2019-03-23
Golden Sun: The Lost Age,GBA,Role-Playing,Nintendo,Camelot Software Planning,8.3,,,,,,2003-04-14,
Fantasy Life,3DS,Role-Playing,Nintendo,Level 5/Brownie Brown,6.9,,,,,,2014-10-24,2018-01-01
Chrono Trigger,DS,Role-Playing,Square Enix,Square Enix,9.2,,,,,,2008-11-25,
Star Ocean: The Second Story,PS,Role-Playing,Sony Computer Entertainment,tri-Ace,8.2,,,,,,1999-06-02,
Mario & Luigi: Paper Jam,3DS,Role-Playing,Nintendo,AlphaDream Corporation,7.4,,,,,,2016-01-22,2018-01-07
Titan Quest,PC,Role-Playing,THQ,Iron Lore Entertainment,7.6,,,,,,2006-06-26,
Final Fantasy XII: Revenant Wings,DS,Role-Playing,Square Enix,Square Enix / Think and Feel Inc.,8.2,,,,,,2007-11-20,
Age of Conan: Hyborian Adventures,PC,Role-Playing,Eidos Interactive,Funcom,7.9,,,,,,2008-05-20,
Demon's Souls,PS3,Role-Playing,Atlus,From Software,9.1,,,,,,2009-10-06,
Final Fantasy Tactics: The War of the Lions,PSP,Role-Playing,Square Enix,Square Enix,8.9,,,,,,2007-10-09,
Fire Emblem Echoes: Shadows of Valentia,3DS,Role-Playing,Nintendo,Intelligent Systems,8.3,,,,,,2017-05-19,2017-12-31
Legend of Mana,PS,Role-Playing,Square,SquareSoft,7.8,,,,,,2000-06-07,
The Witcher,PC,Role-Playing,Atari,CD Projekt Red Studio,7.9,,,,,,2007-10-30,
Valkyria Chronicles,PS3,Role-Playing,Sega,Sega WOW Overworks,8.4,,,,,,2008-11-04,
Xenosaga Episode I: Der Wille zur Macht,PS2,Role-Playing,Namco,Monolith Soft,8.7,,,,,,2003-02-26,
Tales of Symphonia,GC,Role-Playing,Namco,Namco Tales Studio,8.5,,,,,,2004-07-14,
Final Fantasy I & II: Dawn of Souls,GBA,Role-Playing,Nintendo,Square Enix,7.1,,,,,,2004-11-29,
Tales of the Abyss,PS2,Role-Playing,Namco,Namco Tales Studio,8.0,,,,,,2006-10-10,
Valkyrie Profile 2: Silmeria,PS2,Role-Playing,Square Enix,tri-Ace,8.4,,,,,,2006-09-26,
Risen 2: Dark Waters,PC,Role-Playing,Deep Silver,Piranha Bytes,6.6,,,,,,2012-04-26,2018-01-03
Valkyrie Profile,PS,Role-Playing,Enix,tri-Ace,8.1,,,,,,2000-08-29,
Two Worlds II,PC,Role-Playing,SouthPeak Interactive,Reality Pump,6.9,,,,,,2011-02-08,
Bravely Second: End Layer,3DS,Role-Playing,Nintendo,Silicon Studio,7.4,,,,,,2016-04-15,2018-01-08
The Elder Scrolls: Chapter II: Daggerfall,PC,Role-Playing,Bethesda Softworks,Bethesda Softworks,8.4,,,,,,1996-08-31,
Unlimited Saga,PS2,Role-Playing,Square Enix,SquareSoft,4.9,,,,,,2003-06-17,
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,Square Enix,Square Enix,8.1,,,,,,2008-06-24,
Phantasy Star Portable,PSP,Role-Playing,Sega,Alfa System,7.1,,,,,,2009-03-03,
Dungeon Siege III,PC,Role-Playing,Square Enix,Obsidian Entertainment,7.3,,,,,,2011-06-21,
Baldur's Gate: Tales of the Sword Coast,PC,Role-Playing,Interplay,BioWare,8.1,,,,,,1999-04-30,
Fallout,PC,Role-Playing,Interplay,Black Isle Studios,8.9,,,,,,1997-09-30,
Phantasy Star Portable 2,PSP,Role-Playing,Sega,Alfa System,7.4,,,,,,2010-09-14,
Shin Megami Tensei IV,3DS,Role-Playing,Atlus,Atlus,8.3,,,,,,2013-07-16,2020-08-05
Final Fantasy VIII,PC,Role-Playing,Square EA,SquareSoft,8.0,,,,,,2000-01-25,
The Last Remnant,X360,Role-Playing,Square Enix,Square Enix,6.5,,,,,,2008-11-20,
Dungeons of Dredmor,PC,Role-Playing,Unknown,Gaslamp Games,8.0,,,,,,2011-07-13,
Baldur's Gate II: Throne of Bhaal,PC,Role-Playing,Interplay,BioWare Corporation,8.9,,,,,,2001-06-21,
Gothic 3,PC,Role-Playing,Aspyr,Piranha Bytes,6.8,,,,,,2006-11-14,
Magicka: Vietnam,PC,Role-Playing,Paradox Interactive,Arrowhead Game Studios,5.5,,,,,,2011-04-21,
Romancing SaGa,PS2,Role-Playing,Square Enix,Square Enix,6.0,,,,,,2005-10-11,
Infinite Undiscovery,X360,Role-Playing,Square Enix,tri-Ace,6.8,,,,,,2008-09-02,
Star Ocean: The Last Hope,X360,Role-Playing,Square Enix,tri-Ace,7.3,,,,,,2009-02-24,
Radiata Stories,PS2,Role-Playing,Square Enix,tri-Ace,7.7,,,,,,2005-09-06,
Shin Megami Tensei: Persona 4,PS2,Role-Playing,Atlus,Atlus,9.2,,,,,,2008-12-08,2018-01-11
Project X Zone,3DS,Role-Playing,Namco Bandai Games,Banpresto,6.5,,,,,,2013-06-25,2018-01-17
Tales of Eternia,PSP,Role-Playing,Ubisoft,Namco,8.0,,,,,,2006-02-10,
Tales of Legendia,PS2,Role-Playing,Namco,Namco / Team MelFes,7.2,,,,,,2006-02-07,
The World Ends With You,DS,Role-Playing,Square Enix,Square Enix,8.6,,,,,,2008-04-21,
Xenosaga Episode III: Also sprach Zarathustra,PS2,Role-Playing,Namco,Monolith Soft,7.9,,,,,,2006-08-29,
Risen 3: Titan Lords Enhanced Edition,PC,Role-Playing,Deep Silver,Piranha Bytes,6.3,,,,,,2014-08-12,2018-01-03
Costume Quest,PC,Role-Playing,Unknown,Double Fine Productions,8.0,,,,,,2011-10-14,
Tales of Phantasia,GBA,Role-Playing,Nintendo,Wolfteam / Namco Tales Studio,7.0,,,,,,2006-03-06,
Tales of the World: Radiant Mythology,PSP,Role-Playing,Namco Bandai,Alfa System,7.0,,,,,,2007-07-17,
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,Role-Playing,Namco,Monolith Soft,7.3,,,,,,2005-02-15,
Final Fantasy Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,7.4,,,,,,2007-06-26,
Shin Megami Tensei: Nocturne,PS2,Role-Playing,Atlus,Atlus Co.,8.0,,,,,,2004-10-12,
Final Fantasy Origins,PS,Role-Playing,Square Enix,TOSE,8.3,,,,,,2003-04-08,
Grandia III,PS2,Role-Playing,Square Enix,Game Arts,7.5,,,,,,2006-02-14,
Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,Atlus,Atlus,8.3,,,,,,2014-11-25,2018-01-07
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,Square Enix,tri-Ace,7.5,,,,,,2009-03-16,
Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,Atlus,Atlus Co.,8.9,,,,,,2010-07-06,
Tales of Symphonia: Dawn of the New World,Wii,Role-Playing,Namco Bandai,Namco Tales Studio,6.8,,,,,,2008-11-11,
Phantasy Star 0,DS,Role-Playing,Sega,Sonic Team,7.5,,,,,,2009-11-10,
Shin Megami Tensei: Persona,PSP,Role-Playing,Atlus,Atlus Co.,7.6,,,,,,2009-09-22,
Disgaea 5 Complete,NS,Role-Playing,NIS America,Nippon Ichi Software,9.0,,,,,,2017-05-23,2018-02-25
Gothic,PC,Role-Playing,Xicat Interactive,Piranha Bytes,8.1,,,,,,2001-11-23,
Gothic II,PC,Role-Playing,Atari,Piranha Bytes,8.0,,,,,,2003-10-28,
Phantasy Star Universe,PS2,Role-Playing,Sega,Sonic Team,6.4,,,,,,2006-10-24,
Dragon Ball Z: Attack of the Saiyans,DS,Role-Playing,Namco Bandai,Monolith Soft,7.2,,,,,,2009-11-10,
Valkyrie Profile: Lenneth,PSP,Role-Playing,Square Enix,tri-Ace,8.1,,,,,,2006-07-18,
Musashi: Samurai Legend,PS2,Role-Playing,Square Enix,Square Enix,6.9,,,,,,2005-03-15,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,Role-Playing,Atlus,Atlus Co.,8.0,,,,,,2009-05-12,
3D Dot Game Heroes,PS3,Role-Playing,Atlus,Silicon Studio,7.5,,,,,,2010-05-11,
Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,High Horse Entertainment,7.4,,,,,,2008-07-08,
Final Fantasy II Anniversary Edition,PSP,Role-Playing,Square Enix,Square Enix,6.5,,,,,,2007-07-24,
.hack//G.U. Vol.1//Rebirth,PS2,Role-Playing,Namco Bandai,CyberConnect2,6.6,,,,,,2006-10-24,
Shin Megami Tensei: Strange Journey,DS,Role-Playing,Atlus,Atlus Co.,8.0,,,,,,2010-03-23,
Etrian Odyssey IV: Legends of the Titan,3DS,Role-Playing,Atlus,Atlus Co.,8.2,,,,,,2013-02-26,2018-01-17
Moonlighter,NS,Role-Playing,Merge Games,Digital Sun,8.3,,,,,,2018-11-09,2019-02-22
Shin Megami Tensei: Devil Survivor,DS,Role-Playing,Atlus,Atlus Co.,8.4,,,,,,2009-06-23,
Tales of the Abyss,3DS,Role-Playing,Namco Bandai,Namco Tales Studio,7.3,,,,,,2012-02-14,
Etrian Odyssey III: The Drowned City,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,7.3,,,,,,2010-09-21,
Heroes of Ruin,3DS,Role-Playing,Square Enix,n-Space,6.6,,,,,,2012-07-17,
Ni no Kuni II: Revenant Kingdom,PC,Role-Playing,Namco Bandai Games,Level 5,8.5,,,,,,2018-03-23,2019-04-21
Desktop Dungeons,PC,Role-Playing,QCF Design,QCF Design,8.5,,,,,,2013-11-07,2019-04-17
Dawn of Mana,PS2,Role-Playing,Square Enix,Square Enix,6.3,,,,,,2007-05-24,
Half-Minute Hero,PSP,Role-Playing,Xseed Games,Opus Studio,8.5,,,,,,2009-10-13,
Muramasa: The Demon Blade,Wii,Role-Playing,Ignition Entertainment,Vanillaware,8.0,,,,,,2009-09-08,2019-01-10
Arc Rise Fantasia,Wii,Role-Playing,Ignition Entertainment,imageepoch Inc.,6.3,,,,,,2010-07-20,
Valhalla Knights: Eldar Saga,Wii,Role-Playing,Xseed Games,K2 / Kurogane,3.5,,,,,,2009-09-29,
